point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline
66,-2.655642,2.722065,-2.399076,-0.021865600752840386,-0.48393033571109656,7.569199294361743,-0.022585206163254767,-0.5213354820790321,9.390299874696828
67,-2.732765,-2.562538,-2.482631,-0.0217755060743281,-0.4814306199123568,7.569199294361743,-0.021416996989927384,-0.4922778178782484,9.390299874696828
68,-0.854966,-3.581794,-2.572319,-0.03232294173872141,-0.7740737815490248,7.569199294361743,-0.04076367233202838,-0.973500879918704,9.390299874696828
69,3.175322,-1.793425,-2.620442,-0.01886367673314382,-0.40064065620323963,7.569199294361743,-0.014021978474209718,-0.3083364744146815,9.390299874696828
70,2.303043,2.578381,-2.856298,-0.027018149258652535,-0.6268900211934625,7.569199294361743,-0.02691084702072466,-0.6289300998575774,9.390299874696828
71,1.76389,-2.941914,-2.887393,-0.030530482009104354,-0.7243412115602498,7.569199294361743,-0.0333774084801135,-0.7897772971839351,9.390299874696828
72,3.30593,0.568064,-2.971793,-0.019360552464901204,-0.4144266881553367,7.569199294361743,-0.010203527803897217,-0.2133575443749809,9.390299874696828
73,-3.083425,1.085134,-3.062222,-0.021788155457066694,-0.4817815825041336,7.569199294361743,-0.013708570194619796,-0.300540856340454,9.390299874696828
74,-1.142214,2.854687,-3.250272,-0.03524758636730585,-0.8552193109464662,7.569199294361743,-0.03763264945063938,-0.8956208105187737,9.390299874696828
75,0.648759,2.896202,-3.34472,-0.037137023213174025,-0.9076425529439779,7.569199294361743,-0.03998149407677687,-0.954045226252232,9.390299874696828
76,-2.630509,-1.0799,-3.447629,-0.027151657541533147,-0.6305942662109278,7.569199294361743,-0.018491292052194908,-0.4195047618432053,9.390299874696828
77,-1.321034,-2.25323,-3.620661,-0.0360319620895444,-0.876982154406307,7.569199294361743,-0.03349553735149868,-0.7927155972379839,9.390299874696828
78,2.331202,-0.695714,-3.739646,-0.03038572631733416,-0.7203249023214515,7.569199294361743,-0.020116092053864776,-0.45991952139134384,9.390299874696828
79,0.422889,-2.274262,-3.812518,-0.03930229467852797,-0.9677189456886107,7.569199294361743,-0.03685635001822796,-0.8763113848257532,9.390299874696828
80,1.890627,1.16759,-3.864766,-0.03372613302919358,-0.8130059304324788,7.569199294361743,-0.0246843348493595,-0.5735485427771696,9.390299874696828
81,-1.5978,1.311203,-3.947474,-0.035620946121521335,-0.8655783387118935,7.569199294361743,-0.02704411716394617,-0.6322450191016122,9.390299874696828
82,0.142034,1.454608,-4.202262,-0.040465767426785426,-1.0,7.569199294361743,-0.03215515138997027,-0.7593752622544799,9.390299874696828
83,-1.141141,-0.606415,-4.255885,-0.03830350158883533,-0.9400069996868692,7.569199294361743,-0.02668657372126404,-0.6233515969886377,9.390299874696828
84,0.695229,-0.610253,-4.348006,-0.03983597049103338,-0.9825260117878931,7.569199294361743,-0.02799824508024784,-0.6559776940621416,9.390299874696828
