point_index,x,y,z,s1_exe_effect,s1_exe_effect_normalized,s2_exe_effect,s2_exe_effect_normalized,s3_exe_effect,s3_exe_effect_normalized
181,-6.080217,-2.023825,0.233595,0.019981807173098165,0.476521568302783,0.04596595788256641,0.4098535765701774,0.05115210930332381,0.2264907802194871
182,-4.631553,-2.701135,-0.116969,0.027851096934931263,0.5902271406842263,0.05519011898138215,0.51213406727703,0.08122391407672147,0.5991840416171701
183,-6.203312,-0.588412,-0.200945,0.016542114121050222,0.4268204797501005,0.0570433181806802,0.5326829412018455,0.058472447631457314,0.3172149913735849
184,-5.527727,-2.445462,-0.511196,0.022186748942055967,0.5083813896456302,0.04764285415704572,0.42844754646953853,0.05910844794492709,0.32509722633963145
185,-6.18016,-1.502733,-0.618417,0.019340459534300525,0.46725455659371296,0.04623793459347647,0.41286934257368846,0.0476178439530881,0.182689056646534
186,-5.631894,-0.43483,-1.037879,0.01686360388279029,0.4314657753841138,0.05452278587944859,0.5047344613508657,0.05505118797518049,0.2748137976642504
187,-4.655928,-2.292125,-1.041335,0.02786584416518556,0.5904402275456657,0.04740228956011583,0.42578008817635626,0.06495856460233052,0.39760032593854033
188,-5.459876,-1.691473,-1.290017,0.022638301735475874,0.5149060024620593,0.040387603250665816,0.3479989707176314,0.044069790560449906,0.13871645172708424
189,0.196936,-3.554348,2.016003,0.014580782329368436,0.3984806472172151,-0.02970007490925619,-0.4291559421146185,0.0014094672961175725,-0.38999192242837544
190,1.128465,-3.285505,1.699408,0.013232676223532192,0.37900148441671844,-0.03831572684229023,-0.5246890857826427,-0.006499807346598718,-0.48801508346231426
191,0.712727,-4.140696,1.379894,0.013905865051234922,0.3887285783847134,-0.03129973309452616,-0.4468934710237409,-0.0005209059474369226,-0.41391589723721645
192,1.074966,-3.957294,-0.558895,0.015400908052671358,0.4103308735546911,-0.035865977634926605,-0.4975254718394687,-0.0017435258268134746,-0.42906836958558636
193,0.264951,-4.325446,-1.111047,0.015494986845981273,0.41169024439577284,-0.028814684175919147,-0.41933844243059426,0.0035043013776894227,-0.3640297112531191
194,1.205905,-3.568635,-1.486002,0.013279789996230917,0.3796822445175525,-0.03734773309981154,-0.5139556571357174,-0.005616639974992399,-0.4770695971317048
195,0.91034,-2.638811,-1.756441,0.014374858722105088,0.3955051993255523,-0.042356822763127244,-0.5694980683393043,-0.008641031942497435,-0.5145522329298573
196,0.076409,-3.731826,-1.921172,0.015012664986499225,0.40472104072373605,-0.028458025703376855,-0.41538369758219107,0.002892441521149536,-0.37161276279161193
197,-1.712772,-3.773493,0.88769,0.0231492830146518,0.5222893141183029,-0.014416032507764243,-0.25968152161586555,0.03122964744126433,-0.02041715704572933
198,-2.240321,-3.814264,0.020268,0.025267421672712675,0.5528948929935649,-0.00682044607979293,-0.17545919519108566,0.04432360006367464,0.14186202587015107
199,-5.465103,1.409054,0.843679,-0.011575795282623424,0.020536929432654505,0.06234822359877379,0.5915054534610593,0.04103506257312084,0.10110571703473115
200,-4.944526,2.233291,0.578678,-0.021578669177664267,-0.12399739782155883,0.07664118795044361,0.7499904790242,0.04189058759539677,0.11170861942658905
201,-5.793894,0.935492,0.012068,-0.004742151686555562,0.11927816022457782,0.06277102927970057,0.5961936600150828,0.049281831974400614,0.20331160082912492
202,-5.602627,1.924664,-0.111944,-0.013958570298369555,-0.0138924543137261,0.06512903989330932,0.6223400466694564,0.03841359180068782,0.06861666294573099
